Author Name,Affiliation,Google Scholar Link,Research Interests,Email Domain,Citations,Nation,,,,,
Ahmet Omurtag,Nottingham Trent University,https://scholar.google.com/citations?hl=en&user=utq1snUAAAAJ,"neural engineering, functional neuroimaging, computational neuroscience, signal analysis, modeling and simulation",ntu.ac.uk,2258,uk,,,,,
Sang Wan Lee,KAIST,https://scholar.google.com/citations?hl=en&user=0rMoHW4AAAAJ,"Brain-inspired AI, Decision neuroscience, Computational neuroscience, Reinforcement learning",kaist.ac.kr,2250,kr,,,,,
Christoph Kirst,University of California San Francisco,https://scholar.google.com/citations?hl=en&user=hoNky1oAAAAJ,Computational Neuroscience,ucsf.edu,2248,us,,,,,
feng Liu,Nanjing University,https://scholar.google.com/citations?hl=en&user=yOSXAmwAAAAJ,"cellular signaling, p53, transcription dynamics, computational neuroscience",nju.edu.cn,2246,cn,,,,,
Seyed Ehsan Saffari,National University of Singapore,https://scholar.google.com/citations?hl=en&user=ZBv65QQAAAAJ,"Biostatistics, Neuroscience, Computational Neuroscience, Neurology & Neurosurgery, Machine Learning",duke-nus.edu.sg,2241,sg,,,,,
Fidel Santamaria,"Professor, University of Texas at San Antonio",https://scholar.google.com/citations?hl=en&user=7zf6DMEAAAAJ,"computational neuroscience, biophysics, anomalous diffusion, fractional calculus, electrophysiology",utsa.edu,2224,us,,,,,
Max Berniker,Intuitive Surgical,https://scholar.google.com/citations?hl=en&user=-21GKOQAAAAJ,"machine learning, Bayesian inference, neural networks, motor control and learning, computational neuroscience",intusurg.com,2220,us,,,,,
Iman Beheshti,University of Manitoba,https://scholar.google.com/citations?hl=en&user=x0AqYvkAAAAJ,"Computational_neuroimaging, Computational_neuroscience",umanitoba.ca,2218,ca,,,,,
Sean Froudist-Walsh,University of Bristol,https://scholar.google.com/citations?hl=en&user=1n_2bLsAAAAJ,"Computational Neuroscience, Neuroanatomy, Computational Psychiatry",bristol.ac.uk,2205,uk,,,,,
KP Unnikrishnan,"Chief Scientist, eNeuroLearn",https://scholar.google.com/citations?hl=en&user=4gng3xoAAAAJ,"Deep Learning, Data Mining, Big Data, Predictive Analytics, Computational Neuroscience",umich.edu,2204,us,,,,,
Borys Wrobel,European Institute for Brain Research,https://scholar.google.com/citations?hl=en&user=yKWQiWUAAAAJ,"Brain Banking, Computational Neuroscience, Computational Biology, Molecular Biology",eibr.eu,2204,eu,,,,,
Xavier Lagorce,Prophesee,https://scholar.google.com/citations?hl=en&user=Le_2UAwAAAAJ,"Neuromorphic engineering, Biologically-inspired computation, Computational neuroscience",crans.org,2198,fr,,,,,
Constance Royden,"Professor of Computer Science, College of the Holy Cross",https://scholar.google.com/citations?hl=en&user=ZrjdIG8AAAAJ,Computational Neuroscience,holycross.edu,2197,us,,,,,
Javier Gomez-Pilar,"Biomedical Engineering Group, University of Valladolid (Spain)",https://scholar.google.com/citations?hl=en&user=m8XACpMAAAAJ,"Biomedical Engineering, Computational Neuroscience, Network Neuroscience, Neural Dynamics",uva.es,2193,es,,,,,
Marcelo G Mattar,Assistant Professor of Psychology and Neural Science at New York University,https://scholar.google.com/citations?hl=en&user=tcCGGDsZJUsC,"computational neuroscience, reinforcement learning, planning, episodic memory",nyu.edu,2188,us,,,,,
Mariano Ignacio Gabitto,Allen Institute for Brain Sciences,https://scholar.google.com/citations?hl=en&user=dLY4cX0AAAAJ,"Computational Neuroscience, Computational Biology, Statistics, Machine Learning",alleninstitute.org,2185,us,,,,,
Maria Neimark Geffen,"Professor, University of Pennsylvania",https://scholar.google.com/citations?hl=en&user=CervROsAAAAJ,"systems neuroscience, computational neuroscience, sensory systems, audition",pennmedicine.upenn.edu,2181,us,,,,,
Aran Nayebi,"Assistant Professor of Machine Learning, Carnegie Mellon University (CMU)",https://scholar.google.com/citations?hl=en&user=zGDaMYAAAAAJ,"Computational Neuroscience, Artificial Intelligence, Deep Learning, Machine Learning, Quantum",cs.cmu.edu,2178,us,,,,,
Xiaoxuan Jia,Allen Institute,https://scholar.google.com/citations?hl=en&user=7waL2dAAAAAJ,"Systems neuroscience, Computational neuroscience, Vision, Dynamical system, Neural networks",alleninstitute.org,2175,us,,,,,
Stuart A Knock,,https://scholar.google.com/citations?hl=en&user=-tsyurcAAAAJ,"Computational Neuroscience, Space Physics",physics.usyd.edu.au,2174,au,,,,,
Simon M. Danner,"Department of Neurobiology and Anatomy, College of Medicine, Drexel University",https://scholar.google.com/citations?hl=en&user=fRSSZRUAAAAJ,"Neuroscience, Motor control, Computational neuroscience",drexelmed.edu,2171,us,,,,,
Evelyn Tang,Rice University,https://scholar.google.com/citations?hl=en&user=CQbaZpMAAAAJ,"statistical mechanics, topological phases, theoretical biology, computational neuroscience",rice.edu,2171,us,,,,,
Tom Tetzlaff,"J®πlich Research Centre, Germany",https://scholar.google.com/citations?hl=en&user=Cx05PFgAAAAJ,Computational Neuroscience,fz-juelich.de,2169,de,,,,,
Sacha van Albada,"Junior Professor, Research Centre J®πlich and University of Cologne",https://scholar.google.com/citations?hl=en&user=pdpt9EMAAAAJ,"Computational Neuroscience, Theoretical Neuroanatomy",fz-juelich.de,2153,de,,,,,
Zenas C. Chao,"International Research Center for Neurointelligence (IRCN), The University of Tokyo",https://scholar.google.com/citations?hl=en&user=42UJugkAAAAJ,"Neuroscience, Neuroengineering, Computational Neuroscience, Electrocorticography, Brain-Machine Interface",ircn.jp,2147,jp,,,,,
Adam Lammert,"Assistant Professor, Mathematics & Computer Science, College of the Holy Cross",https://scholar.google.com/citations?hl=en&user=OhCJzJAAAAAJ,"Biomedical Technology, Artificial Intelligence, Computational Neuroscience, Motor Control, Speech",holycross.edu,2145,us,,,,,
Sam Neymotin,Nathan Kline Institute,https://scholar.google.com/citations?hl=en&user=CTeS-SsAAAAJ,Computational Neuroscience,nki.rfmh.org,2142,us,,,,,
JP Thivierge,"Full professor of Psychology, University of Ottawa",https://scholar.google.com/citations?hl=en&user=nE_8s1YAAAAJ,computational neuroscience,uottawa.ca,2140,ca,,,,,
Mohammad GANJTABESH,Professor of Computer Science (University of Tehran),https://scholar.google.com/citations?hl=en&user=tK6cb1AAAAAJ,"Computational Neuroscience, Spiking Neural Nets, Cortical Columns, Bio-inspired Models, Deep SNN",ut.ac.ir,2137,ir,,,,,
Daniel Rasmussen,Applied Brain Research,https://scholar.google.com/citations?hl=en&user=pJcUbFQAAAAJ,"Deep Learning, Computational Neuroscience, Reinforcement Learning",appliedbrainresearch.com,2136,ca,,,,,
Peter N. Steinmetz,Neurtex Brain Research Institute,https://scholar.google.com/citations?hl=en&user=qfU98b8AAAAJ,"cognitive neuroscience, computational neuroscience",steinmetz.org,2136,us,,,,,
Hil Meijer,"Associate Professor, Department of Applied Mathematics, University of Twente",https://scholar.google.com/citations?hl=en&user=b7YY7GcAAAAJ,"Numerical Bifurcation Theory, MatCont, Computational Neuroscience, Epilepsy, Stroke",utwente.nl,2136,nl,,,,,
Daniel Coca,University of Sheffield,https://scholar.google.com/citations?hl=en&user=l5c4xxgAAAAJ,"Complex Systems, System Identification and Control, Computational Neuroscience, Systems Biology, Reconfigurable Computing",sheffield.ac.uk,2135,uk,,,,,
Max Nolte,?cole Polytechnique F®¶d®¶rale de Lausanne (EPFL),https://scholar.google.com/citations?hl=en&user=qGwEGKEAAAAJ,"Neocortex, computational neuroscience",epfl.ch,2129,ch,,,,,
Beno√Æt Girard,"Directeur de Recherche, CNRS",https://scholar.google.com/citations?hl=en&user=21KIWeQAAAAJ,"Computational neuroscience, autonomous robotics, action selection, decision making, reinforcement learning",isir.upmc.fr,2124,fr,,,,,
Daniel W√≥jcik,Nencki Institute of Experimental Biology,https://scholar.google.com/citations?hl=en&user=MEcU0kYAAAAJ,"Neuroinformatics, Computational Neuroscience, statistical physics",nencki.edu.pl,2122,pl,,,,,
"Abigail S. Greene, MD, PhD","Psychiatry Resident, Brigham and Women's Hospital",https://scholar.google.com/citations?hl=en&user=mYBeMM8AAAAJ,"cognitive neuroscience, computational neuroscience, predictive modeling",mgb.org,2119,us,,,,,
Sam V Norman-Haignere,University of Rochester Medical Center,https://scholar.google.com/citations?hl=en&user=NaIiKJwAAAAJ,"Computational Neuroscience, Audition, Perception",urmc.rochester.edu,2115,us,,,,,
Ji-Won Chun,"College of Medicine, The Catholic University of Korea",https://scholar.google.com/citations?hl=en&user=BbCfAFUAAAAJ,"Neuroimaing, Computational neuroscience, Cognitive control",catholic.ac.kr,2106,kr,,,,,
Etay Hay,"Scientist, Krembil Centre for Neuroinformatics, CAMH",https://scholar.google.com/citations?hl=en&user=iircviMAAAAJ,"Computational Neuroscience, Touch, Cortex, Neuronal Networks, Neuronal Modeling",camh.ca,2104,ca,,,,,
Julijana Gjorgjieva,"Professor, Technical University of Munich",https://scholar.google.com/citations?hl=en&user=DyAtb8wAAAAJ,Computational Neuroscience,tum.de,2097,de,,,,,
"Nik Nikooyan, PhD",UC Berkeley,https://scholar.google.com/citations?hl=en&user=5_u7PIQAAAAJ,"Data Science, Machine Learning, AI, Computational Neuroscience",berkeley.edu,2096,us,,,,,
Yong Chen,"School of Physics, Beihang University",https://scholar.google.com/citations?hl=en&user=TEZvIPsAAAAJ,"Statistical physics, Soft Matter, Computational neuroscience, Complex systems",buaa.edu.cn,2094,cn,,,,,
Valeria Fascianelli,"Postdoctoral Research Scientist, Columbia University, New York",https://scholar.google.com/citations?hl=en&user=z_weYNIAAAAJ,"Computational neuroscience, neural code, physics, data analysis",columbia.edu,2093,us,,,,,
Henrik Lind®¶n,"Assistant professor, University of Copenhagen",https://scholar.google.com/citations?hl=en&user=OMT5210AAAAJ,Computational Neuroscience,sund.ku.dk,2090,dk,,,,,
Andreas Spiegler,Carl von Ossietzky University of Oldenburg,https://scholar.google.com/citations?hl=en&user=EK6SjRgAAAAJ,"Neuroscience, Brain Sciences, Computational Neuroscience, System Theory, Bifurcation Theory",uol.de,2088,de,,,,,
Bernd Porr,University of Glasgow,https://scholar.google.com/citations?hl=en&user=AIR2RNIAAAAJ,"Neuroscience, Robotics, AI, biomedical engineering, computational neuroscience",glasgow.ac.uk,2087,uk,,,,,
Francisco B Rodriguez (ORCID: 0000-0003-4053-099X),Profesor Titular Universidad of Computer Science - Universidad Aut√≥noma de Madrid,https://scholar.google.com/citations?hl=en&user=7yEkpQIAAAAJ,"Computational Neuroscience, Chemical Sensing, Artificial Neural Networks, Biologically Inspired",uam.es,2084,es,,,,,
Guillaume BELLEC,EPFL,https://scholar.google.com/citations?hl=en&user=fSXUVvAAAAAJ,"computational neuroscience, machine learning",epfl.ch,2084,ch,,,,,
Junichiro Yoshimoto,Fujita Health University,https://scholar.google.com/citations?hl=en&user=eE-w9f0AAAAJ,"Statistical Learning, Computational Neuroscience",fujita-hu.ac.jp,2082,jp,,,,,
Keith A. May,University of Essex,https://scholar.google.com/citations?hl=en&user=1x8NM6IAAAAJ,"Vision, Psychophysics, Computational Neuroscience",essex.ac.uk,2080,uk,,,,,
Boris Gour®¶vitch,"PhD, CNRS researcher, UMR1120 Inserm, Institut Pasteur, Univ. Paris 6",https://scholar.google.com/citations?hl=en&user=gviBWAMAAAAJ,"auditory system, computational neuroscience",pi314.net,2078,fr,,,,,
Ranu Jung,University of Arkansas,https://scholar.google.com/citations?hl=en&user=LABH9vUAAAAJ,"neural engineering, sensorimotor integration, computational neuroscience, spinal cord injury, neural control",uark.edu,2075,us,,,,,
Mikael Djurfeldt,"Neuroinformatics researcher, KTH, Stockholm and INCF, Stockholm",https://scholar.google.com/citations?hl=en&user=SwCaGkAAAAAJ,"Computational neuroscience, Neuroinformatics",djurfeldt.com,2071,se,,,,,
Zhi-Qin John Xu,Shanghai Jiao Tong University,https://scholar.google.com/citations?hl=en&user=EjLvG5cAAAAJ,"Deep Learning Theory, Computational Neuroscience",sjtu.edu.cn,2068,cn,,,,,
Dae-Jin Kim,"Psychological and Brain Sciences, Indiana University",https://scholar.google.com/citations?hl=en&user=U1toilwAAAAJ,"Connectome, Network analysis, Computational neuroscience, Diffusion tensor MRI, Functional MRI",indiana.edu,2065,us,,,,,
Roberto Prevete,"Associate Professor of Computer Science, DIETI, University of Naples Federico II",https://scholar.google.com/citations?hl=en&user=Bg-Z4ksAAAAJ,"Neural networks, Deep Learning, XAI, computational neuroscience, Artificial Intelligence",unina.it,2064,it,,,,,
Oren Shriki,"Associate Professor, Dept. of Cognitive and Brain Sciences, Ben-Gurion University",https://scholar.google.com/citations?hl=en&user=p8mY18cAAAAJ,"Computational neuroscience, Critical brain dynamics, MEG / EEG, Neuropsychiatric phenomena, brain-computer interfaces",bgu.ac.il,2063,il,,,,,
Eric G. Wu,Stanford University,https://scholar.google.com/citations?hl=en&user=FVJEt_AAAAAJ,"computational neuroscience, retina, vision, machine learning, electronics",stanford.edu,2062,us,,,,,
"Masoud Ghodrati, PhD",,https://scholar.google.com/citations?hl=en&user=tmp4mdkAAAAJ,"Computer Vision, Machine Learning, Deep Learning, Computational Neuroscience, Visual Neuroscience",,2052,,,,,,
Sharon Crook,Arizona State University,https://scholar.google.com/citations?hl=en&user=xnsDhO4AAAAJ,"applied mathematics, computational neuroscience, neuroinformatics",asu.edu,2050,us,,,,,
Matthias Hennig,University of Edinburgh,https://scholar.google.com/citations?hl=en&user=QMvayicAAAAJ,Computational Neuroscience,ed.ac.uk,2040,uk,,,,,
Victoria Booth,University of Michigan,https://scholar.google.com/citations?hl=en&user=-nIGG5YAAAAJ,Computational neuroscience,umich.edu,2034,us,,,,,
Michiro Negishi,"Neuroverb, LLC",https://scholar.google.com/citations?hl=en&user=ky6jYB4AAAAJ,computational neuroscience,neuroverb.com,2025,us,,,,,
Toshiyuki KONDO,"Professor, Tokyo University of Agriculture and Technology",https://scholar.google.com/citations?hl=en&user=oWQTxM4AAAAJ,"Robotics, Computational Neuroscience, Evolutionary Robotics, Biomedical Engineering, Rehabilitation Robotics",cc.tuat.ac.jp,2019,jp,,,,,
DAVID NAYLOR,"Clinical Professor of Neurology, UCLA - VA",https://scholar.google.com/citations?hl=en&user=tn4bGLkAAAAJ,"computational neuroscience, physiology, epilepsy, status epilepticus",g.ucla.edu,2017,us,,,,,
Jeffrey Evan Markowitz,"Assistant Professor, BME, Georgia Tech and Emory",https://scholar.google.com/citations?hl=en&user=vx6__-sAAAAJ,"Neuroscience, Computational Neuroscience, Motor Control, Basal Ganglia",bme.gatech.edu,2004,us,,,,,
Dominique Martinez,"CNRS Research Director / Directeur de recherche CNRS, LORIA, Nancy",https://scholar.google.com/citations?hl=en&user=vbZYWPMAAAAJ,"computational neuroscience, olfaction, foraging, biorobotics, neuromorphic engineering",loria.fr,1995,fr,,,,,
Lyle Muller,"Assistant Professor, Department of Mathematics, Western U | Director",https://scholar.google.com/citations?hl=en&user=8BhNuOEAAAAJ,"Computational neuroscience, Theoretical neuroscience, Network theory, Systems neuroscience",uwo.ca,1987,ca,,,,,
Andr®¶ Fabio Kohn,Full Professor at USP / Director of the Biomedical Engineering Lab,https://scholar.google.com/citations?hl=en&user=KgClCQUAAAAJ,"human neuroscience, computational neuroscience, motor control",leb.usp.br,1975,br,,,,,
Todd W Troyer,University of Texas at San Antonio,https://scholar.google.com/citations?hl=en&user=rQvp56gAAAAJ,Computational neuroscience,utsa.edu,1973,us,,,,,
Arnaud Mess®¶,"Department of Computational Neuroscience, Universit√§tsklinikum Hamburg-Eppendorf",https://scholar.google.com/citations?hl=en&user=M-qwJVEAAAAJ,Computational Neuroscience,uke.de,1971,de,,,,,
Gwen Jacobs,Director of Cyberinfrastructure,https://scholar.google.com/citations?hl=en&user=K3YFxuIAAAAJ,"computational neuroscience, informatics, data science",hawaii.edu,1965,us,,,,,
Garrett T Kenyon,Los Alamos National Laboratory,https://scholar.google.com/citations?hl=en&user=vlAOaqMAAAAJ,"Neural Computing, Computational Neuroscience",lanl.gov,1962,us,,,,,
Yazan Billeh,"Director of Data Science, Stackline",https://scholar.google.com/citations?hl=en&user=6a6QgBgAAAAJ,"Computational Neuroscience, Data Science",stackline.com,1953,us,,,,,
Salvador Dura-Bernal,"Assistant Professor, State University of New York (SUNY) Downstate",https://scholar.google.com/citations?hl=en&user=TFy7ncUAAAAJ,Computational Neuroscience,downstate.edu,1949,us,,,,,
Andrea I. Luppi,Wellcome Early Career Fellow and St John's College Research Fellow,https://scholar.google.com/citations?hl=en&user=oHHFZY4AAAAJ,"Networks, brain dynamics, computational neuroscience, consciousness, complexity",cam.ac.uk,1940,uk,,,,,
